extract_name,extract_column,folder,business_logic
ImpSpotRadio,Male_35_49,\\department\Nielsen Extracts\AdIntel\{Year}\Impressions\ImpSpotRadio.tsv,NA
ImpSpotRadio,Male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Impressions\ImpSpotRadio.tsv,NA
ImpSpotRadio,Male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Impressions\ImpSpotRadio.tsv,NA
ImpSpotRadio,Male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Impressions\ImpSpotRadio.tsv,NA
ImpSpotRadio,UC_dim_Bridge_occ_ImpSpotRadio_key,\\department\Nielsen Extracts\AdIntel\{Year}\Impressions\ImpSpotRadio.tsv,NA
UENationalTV,HispanicFlag,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,StartDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,EndDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,TV_HH,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_6_8,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_9_11,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_12_14,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_15_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,female_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_6_8,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_9_11,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_12_14,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_15_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,Male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_25_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_35_44,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UENationalTV,ww_55_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UENationalTV.tsv,NA
UESpotTV,HispanicFlag,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,MarketCode,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,StartDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,EndDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,TV_HH,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,children_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,children_6_11,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_25_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_35_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,female_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_25_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_35_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,Male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotTV,ww_18_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotTV.tsv,NA
UESpotRadio,PeriodYearQtr,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,StartDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,EndDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,MarketCode,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_25_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_35_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Female_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_25_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_35_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
UESpotRadio,Male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UESpotRadio.tsv,NA
IMPMarketBreaks,MediaTypeID,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,NielsenProgramCode,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,TelecastNumber,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,MarketBreaksType,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,MarketBreaksCode,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,TimeIntervalNumber,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,PeriodYearMonth,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,DayOfWeek,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,DistributorID,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,ImpressionStart,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,ImpressionEnd,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,TV_HH,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_6_11,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,female_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_6_11,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,ww_18_49,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,ww_50_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,lady_of_house_18_49,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,lady_of_house_50_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
IMPMarketBreaks,NA,\\department\Nielsen Extracts\AdIntel\{Year}\Market_Breaks\IMPMarketBreaks.tsv,NA
UEMarketBreak,MarketBreaksCode,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,StartDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,EndDate,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,TV_HH,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_6_11,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,female_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_2_5,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_6_11,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_12_17,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_18_20,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_21_24,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_25_29,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_30_34,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_35_39,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_40_44,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_45_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_50_54,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_55_64,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,male_65_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,ww_18_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,ww_50_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,lady_of_house_18_49,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
UEMarketBreak,lady_of_house_50_plus,\\department\Nielsen Extracts\AdIntel\{Year}\Universe_Estimates\UEMarketBreak.tsv,NA
